CTYNAME,YEAR,CTYCODE,MIDTERM,TOTVOTERS,SOCIALCAP.Religious2014,SOCIALCAP.Civic2014,SOCIALCAP.Business2014,SOCIALCAP.Political2014,SOCIALCAP.Professional2014,SOCIALCAP.Labor2014,SOCIALCAP.Bowling2014,SOCIALCAP.Recreational2014,SOCIALCAP.Golf2014,SOCIALCAP.Sports2014,SOCIALCAP.pop2014,SOCIALCAP.assn2014,SOCIALCAP.pvote2012,SOCIALCAP.respn2010,SOCIALCAP.nccs2014,SOCIALCAP.sk2014,SOCIALCAP.relig09,SOCIALCAP.civic09,SOCIALCAP.bus09,SOCIALCAP.pol09,SOCIALCAP.prof09,SOCIALCAP.labor09,SOCIALCAP.bowl09,SOCIALCAP.fitns09,SOCIALCAP.golf09,SOCIALCAP.sport09,SOCIALCAP.pop09,SOCIALCAP.respn10,SOCIALCAP.pvote08,SOCIALCAP.nccs09,SOCIALCAP.assn09,SOCIALCAP.sk09,HOUSE.Congress (Years),HOUSE.# of House Seats,HOUSE.Democrats,HOUSE.Republicans,HOUSE.Other,HOUSE.Del./Res.,SENATE.Session,SENATE.Total Seats,SENATE.Democrat,SENATE.Republican,SENATE.Other Parties,STATELEGIS.Session,STATELEGIS.House,STATELEGIS.Senate,STATELEGIS.Governor,VOTE_ELI.HD01_VD09,VOTE_ELI.HD01_VD11,VOTE_ELI.HD01_VD20,VOTE_ELI.HD01_VD22,VOTE_ELIGIBLE,Citizen: Total,Citizen: US Born,Citizen: Puerto Rico/US Islands Born,Citizen: Born Abroad,Citizen: Naturalization,Not Citizen,Percent Married,Percent Divorced,POPULATION,WHITE,BLACK,INDIAN,ASIAN,HAWAIIAN,OTHERS,X1,TOTALMALE,TOTALFEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE18ABOVE,POPULATION 18-24,HIGHSCHOOL DEGREE,BACHELOR'S DEGREE,POPULATION >25,HIGHSCHOOL DEGREE >25,BACHELOR'S DEGREE >25,GRADUATE DEGREE >25,INCOME.GEO.id,INCOME.GEO.id2,INCOME.GEO.display-label,INCOME.HC01_EST_VC01,INCOME.HC01_MOE_VC01,INCOME.HC02_EST_VC01,INCOME.HC02_MOE_VC01,INCOME.HC03_EST_VC01,INCOME.HC03_MOE_VC01,INCOME.HC04_EST_VC01,INCOME.HC04_MOE_VC01,INCOME.HC01_EST_VC02,INCOME.HC01_MOE_VC02,INCOME.HC02_EST_VC02,INCOME.HC02_MOE_VC02,INCOME.HC03_EST_VC02,INCOME.HC03_MOE_VC02,INCOME.HC04_EST_VC02,INCOME.HC04_MOE_VC02,INCOME.HC01_EST_VC03,INCOME.HC01_MOE_VC03,INCOME.HC02_EST_VC03,INCOME.HC02_MOE_VC03,INCOME.HC03_EST_VC03,INCOME.HC03_MOE_VC03,INCOME.HC04_EST_VC03,INCOME.HC04_MOE_VC03,INCOME.HC01_EST_VC04,INCOME.HC01_MOE_VC04,INCOME.HC02_EST_VC04,INCOME.HC02_MOE_VC04,INCOME.HC03_EST_VC04,INCOME.HC03_MOE_VC04,INCOME.HC04_EST_VC04,INCOME.HC04_MOE_VC04,INCOME.HC01_EST_VC05,INCOME.HC01_MOE_VC05,INCOME.HC02_EST_VC05,INCOME.HC02_MOE_VC05,INCOME.HC03_EST_VC05,INCOME.HC03_MOE_VC05,INCOME.HC04_EST_VC05,INCOME.HC04_MOE_VC05,INCOME.HC01_EST_VC06,INCOME.HC01_MOE_VC06,INCOME.HC02_EST_VC06,INCOME.HC02_MOE_VC06,INCOME.HC03_EST_VC06,INCOME.HC03_MOE_VC06,INCOME.HC04_EST_VC06,INCOME.HC04_MOE_VC06,INCOME.HC01_EST_VC07,INCOME.HC01_MOE_VC07,INCOME.HC02_EST_VC07,INCOME.HC02_MOE_VC07,INCOME.HC03_EST_VC07,INCOME.HC03_MOE_VC07,INCOME.HC04_EST_VC07,INCOME.HC04_MOE_VC07,INCOME.HC01_EST_VC08,INCOME.HC01_MOE_VC08,INCOME.HC02_EST_VC08,INCOME.HC02_MOE_VC08,INCOME.HC03_EST_VC08,INCOME.HC03_MOE_VC08,INCOME.HC04_EST_VC08,INCOME.HC04_MOE_VC08,INCOME.HC01_EST_VC09,INCOME.HC01_MOE_VC09,INCOME.HC02_EST_VC09,INCOME.HC02_MOE_VC09,INCOME.HC03_EST_VC09,INCOME.HC03_MOE_VC09,INCOME.HC04_EST_VC09,INCOME.HC04_MOE_VC09,INCOME.HC01_EST_VC10,INCOME.HC01_MOE_VC10,INCOME.HC02_EST_VC10,INCOME.HC02_MOE_VC10,INCOME.HC03_EST_VC10,INCOME.HC03_MOE_VC10,INCOME.HC04_EST_VC10,INCOME.HC04_MOE_VC10,INCOME.HC01_EST_VC11,INCOME.HC01_MOE_VC11,INCOME.HC02_EST_VC11,INCOME.HC02_MOE_VC11,INCOME.HC03_EST_VC11,INCOME.HC03_MOE_VC11,INCOME.HC04_EST_VC11,INCOME.HC04_MOE_VC11,INCOME.HC01_EST_VC13,INCOME.HC01_MOE_VC13,INCOME.HC02_EST_VC13,INCOME.HC02_MOE_VC13,INCOME.HC03_EST_VC13,INCOME.HC03_MOE_VC13,INCOME.HC04_EST_VC13,INCOME.HC04_MOE_VC13,INCOME.HC01_EST_VC15,INCOME.HC01_MOE_VC15,INCOME.HC02_EST_VC15,INCOME.HC02_MOE_VC15,INCOME.HC03_EST_VC15,INCOME.HC03_MOE_VC15,INCOME.HC04_EST_VC15,INCOME.HC04_MOE_VC15,INCOME.HC01_EST_VC18,INCOME.HC01_MOE_VC18,INCOME.HC02_EST_VC18,INCOME.HC02_MOE_VC18,INCOME.HC03_EST_VC18,INCOME.HC03_MOE_VC18,INCOME.HC04_EST_VC18,INCOME.HC04_MOE_VC18,INCOME.HC01_EST_VC19,INCOME.HC01_MOE_VC19,INCOME.HC02_EST_VC19,INCOME.HC02_MOE_VC19,INCOME.HC03_EST_VC19,INCOME.HC03_MOE_VC19,INCOME.HC04_EST_VC19,INCOME.HC04_MOE_VC19,INCOME.HC01_EST_VC20,INCOME.HC01_MOE_VC20,INCOME.HC02_EST_VC20,INCOME.HC02_MOE_VC20,INCOME.HC03_EST_VC20,INCOME.HC03_MOE_VC20,INCOME.HC04_EST_VC20,INCOME.HC04_MOE_VC20,EMPLOY.GEO.id,EMPLOY.GEO.id2,EMPLOY.HC01_EST_VC01,EMPLOY.HC01_MOE_VC01,EMPLOY.HC02_EST_VC01,EMPLOY.HC02_MOE_VC01,EMPLOY.HC03_EST_VC01,EMPLOY.HC03_MOE_VC01,EMPLOY.HC04_EST_VC01,EMPLOY.HC04_MOE_VC01,OCC.HC01_EST_VC01,OCC.HC01_EST_VC02,OCC.HC01_EST_VC03,OCC.HC01_EST_VC04,OCC.HC01_EST_VC05,OCC.HC01_EST_VC06,OCC.HC01_EST_VC07,OCC.HC01_EST_VC08,OCC.HC01_EST_VC09,OCC.HC01_EST_VC10,OCC.HC01_EST_VC11,OCC.HC01_EST_VC12,OCC.HC01_EST_VC13,OCC.HC01_EST_VC14,VOTEPERCENT,OCC.Agriculture,OCC.Construction,OCC.Manufacturing,OCC.WholesaleTrade,OCC.RetailTrade,OCC.Transportation,OCC.Information,OCC.Finance,OCC.Professional,OCC.Education,OCC.Arts,OCC.OtherServices,OCC.PublicAdmin
rock,2002,67,1,4597,19,3,0,0,0,0,1,2,1,0,9516,2.73224043715847,0.8214951686726564,0.85,101,2.6349512782554045,17,3,0,0,0,1,1,2,1,0,9652,0.85,0.688486,99,2.590136759220887,1.998422270726049,107th (2001–2003),435,213,220,Independent (2),4/1,107 (2001-2003),100,50,49,1,"82nd, 2001-2002",Republican,DFL,Reform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rock,2006,67,1,4213,19,3,0,0,0,0,1,2,1,0,9516,2.73224043715847,0.8214951686726564,0.85,101,2.6349512782554045,17,3,0,0,0,1,1,2,1,0,9652,0.85,0.688486,99,2.590136759220887,1.998422270726049,109th (2005–2007),435,201,233,Independent (1),4/1,109 (2005-2007),100,44,55,1,"84th, 2005-2006",Republican,DFL,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rock,2010,67,1,3706,19,3,0,0,0,0,1,2,1,0,9516,2.73224043715847,0.8214951686726564,0.85,101,2.6349512782554045,17,3,0,0,0,1,1,2,1,0,9652,0.85,0.688486,99,2.590136759220887,1.998422270726049,111th (2009–2011),435,257,178,0,5/1,111 (2009-2011),100,57,41,2,"86th, 2009-2010",DFL,DFL,Republican,3428,13,3610,35,7086,9606,9454,15,25,53,59,60.5,8.1,9606,9282,45,106,89,0,21,91,4767,4839,4.7,4.8,4.5,5,5,5,74.4,672,29.3,6.4,6471,38.2,12,4.8,0500000US27133,27133,"Rock County, Minnesota",3885,129,2603,129,2230,132,1282,115,6.9,1.8,3.7,1.9,0.7,0.5,14.3,4.3,6.4,1.7,1.6,1,1.4,1.1,15.3,4.3,11.7,2.6,8.1,3.2,8.1,3.8,20.1,5,13.2,2.5,10.3,2.5,8.7,2.5,19.1,5.6,17.6,2.6,19,3.8,17.6,3.7,18.6,5,21.7,3,26.4,4,28.2,4.2,8.3,3.7,12.1,2.2,16.3,3.3,18.2,3.7,2.6,1.8,6.4,1.5,9,2.3,10.5,2.6,0.9,1,2.7,1.1,3.5,1.7,4.1,1.9,0.7,1,1.4,0.6,2.1,0.9,2.5,1.0,0.1,0.2,45411,2289,58147,4990,63632,3321,25143,2673,55386,2463,66808,3371,N,N,30182,2773,21,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15.8,(X),0500000US27133,27133,7444,61,68.9,1.8,67.1,1.7,2.2,1.1,4992,609,408,556,191,532,331,60,382,265,1145,224,182,107,0.5230031047135196,0.1219951923076923,0.08173076923076923,0.11137820512820513,0.03826121794871795,0.10657051282051282,0.06630608974358974,0.01201923076923077,0.0765224358974359,0.053084935897435896,0.22936698717948717,0.04487179487179487,0.036458333333333336,0.021434294871794872
rock,2014,67,1,3195,19,3,0,0,0,0,1,2,1,0,9516,2.73224043715847,0.8214951686726564,0.85,101,2.6349512782554045,17,3,0,0,0,1,1,2,1,0,9652,0.85,0.688486,99,2.590136759220887,1.998422270726049,113th (2013–2015),435,201,234,0,5/1,113 (2013-2015),100,53,45,2,"88th, 2013-2014",DFL,DFL,DFL,3399,27,3619,17,7062,9587,9392,1,8,63,123,58.8,9.4,9587,9282,45,106,89,0,21,265,4664,4923,4.1,4.2,3.9,4.6,5,4.3,74.9,619,35.2,5.7,6562,41.2,13,5,0500000US27133,27133,"Rock County, Minnesota",3933,119,2634,118,2174,124,1299,124,6.5,1.7,4.9,1.7,0.9,0.7,11.6,3.9,6.6,1.7,1.2,0.6,0.8,0.4,18.1,4.6,12.1,2.3,7.1,2.5,6.9,2.6,20.2,4.9,11.4,2.2,11.8,3,8.4,2.3,14.3,3.6,15,2.5,13.1,2.8,12.2,2.8,19.6,4.9,19.3,2.4,23.9,3.2,25.8,3.6,9.4,3.2,13.5,2,17.4,2.5,20.1,2.8,2.9,1.3,10,1.6,13.5,2.3,16.2,2.7,3.1,1.7,2.9,1,4.1,1.4,5.0,1.8,0.2,0.4,2.6,1,3,1.2,3.6,1.5,0.5,0.4,48403,2890,61853,3362,70392,3854,25024,3771,61782,3294,73228,4288,N,N,33574,3060,23.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.6,(X),0500000US27133,27133,7476,52,65.6,2.1,62.9,2.3,4,1.3,4703,534,319,454,126,536,291,44,297,199,1263,277,229,134,0.4524214103653356,0.1135445460344461,0.06782904529024027,0.09653412715288114,0.02679140973846481,0.11396980650648522,0.061875398681692534,0.009355730384860728,0.06315118009780991,0.042313416967892835,0.2685519880927068,0.05889857537741867,0.048692324048479695,0.028492451626621305
roseau,2002,68,1,6497,17,7,1,0,0,0,1,1,2,0,15740,1.8424396442185516,0.7657535673367357,0.74,134,1.2817917990762415,17,10,1,0,0,0,1,3,3,0,15836,0.74,0.652266,139,2.2101540793129577,1.3285517223453127,107th (2001–2003),435,213,220,Independent (2),4/1,107 (2001-2003),100,50,49,1,"82nd, 2001-2002",Republican,DFL,Reform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roseau,2006,68,1,6439,17,7,1,0,0,0,1,1,2,0,15740,1.8424396442185516,0.7657535673367357,0.74,134,1.2817917990762415,17,10,1,0,0,0,1,3,3,0,15836,0.74,0.652266,139,2.2101540793129577,1.3285517223453127,109th (2005–2007),435,201,233,Independent (1),4/1,109 (2005-2007),100,44,55,1,"84th, 2005-2006",Republican,DFL,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roseau,2010,68,1,6683,17,7,1,0,0,0,1,1,2,0,15740,1.8424396442185516,0.7657535673367357,0.74,134,1.2817917990762415,17,10,1,0,0,0,1,3,3,0,15836,0.74,0.652266,139,2.2101540793129577,1.3285517223453127,111th (2009–2011),435,257,178,0,5/1,111 (2009-2011),100,57,41,2,"86th, 2009-2010",DFL,DFL,Republican,5752,110,5512,88,11462,15864,15417,0,97,205,145,59.4,10.2,15864,14618,92,156,412,0,29,92,8096,7768,4.4,4.8,4,4.8,4.9,4.7,73.1,1071,45.1,4.7,10529,40.9,13.8,2.6,0500000US27135,27135,"Roseau County, Minnesota",6331,177,4482,167,3585,183,1849,148,4.8,1.4,2.8,1.3,0.8,0.6,11.3,3.3,5.6,1.2,3.2,1.1,1.4,0.7,12.3,3.5,8.8,1.6,5.8,1.5,3.6,1.1,17.9,4,11.6,1.6,10.8,1.9,7.1,1.6,18.4,4.3,19.8,1.8,19.1,1.9,18.5,2.1,19,3.7,25.8,2.2,28.9,2.6,33.2,3.1,13.5,2.9,13.2,1.5,16.1,2.1,19.4,2.5,4.6,2,7.3,1.2,9.4,1.7,11.4,2.1,1.6,1.3,1.7,0.6,1.9,0.7,2.1,0.8,1.5,1.2,1.5,0.5,2,0.8,2.4,0.9,0,1.1,49400,1991,55962,2874,63240,2184,28690,2683,57537,2278,65187,3066,N,N,34917,2811,31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X),0500000US27135,27135,12148,45,72.7,1.5,69.2,1.7,4.6,1,8412,337,375,3674,137,636,275,51,305,213,1377,510,263,259,0.5830570581050427,0.04006181645268664,0.04457917261055635,0.43675701378982407,0.016286257727056587,0.07560627674750357,0.03269139324774132,0.006062767475035664,0.03625772705658583,0.025320970042796005,0.1636947218259629,0.06062767475035663,0.031264859724203516,0.03078934854969092
roseau,2014,68,1,5461,17,7,1,0,0,0,1,1,2,0,15740,1.8424396442185516,0.7657535673367357,0.74,134,1.2817917990762415,17,10,1,0,0,0,1,3,3,0,15836,0.74,0.652266,139,2.2101540793129577,1.3285517223453127,113th (2013–2015),435,201,234,0,5/1,113 (2013-2015),100,53,45,2,"88th, 2013-2014",DFL,DFL,DFL,5725,118,5456,124,11423,15545,15019,0,55,252,219,59,10,15545,14618,92,156,412,0,29,266,7925,7620,4.6,4.7,4.6,4.6,4.8,4.4,74.6,1090,43.5,3,10512,38.2,13.7,4.3,0500000US27135,27135,"Roseau County, Minnesota",6351,136,4401,148,3516,137,1950,139,4.2,0.8,3.2,1.2,0.3,0.2,8.9,2.1,6.8,1.2,2.7,1.1,1.4,0.6,15.3,2.9,7.9,1,5.2,1.1,3.4,0.8,15.5,2.6,11.6,1.4,9.2,1.5,7.1,1.4,18.6,3.4,17.2,1.9,16.8,2.2,15.0,2.1,19.2,3.1,23.2,2,25.8,2.6,29.3,2.8,15.3,2.9,15.8,1.5,19.7,1.9,23.0,2.5,5.1,1.9,9.5,1.2,12.6,1.7,14.8,2.0,0.9,0.5,1.7,0.5,1.9,0.7,2.3,0.9,0.8,0.5,2.2,0.7,2.9,0.9,3.3,1.1,0.4,0.6,52256,2215,61625,1982,68782,3133,30912,1035,63120,2748,72415,3168,80539,3494,37974,4809,33.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.7,(X),0500000US27135,27135,12220,50,70.6,1.1,68.2,1.2,3.4,0.7,8329,380,349,3292,101,712,305,66,225,189,1578,619,294,219,0.4780705593977064,0.04562372433665506,0.041901788930243725,0.3952455276743907,0.012126305678953056,0.0854844519149958,0.03661904190178893,0.007924120542682194,0.02701404730459839,0.022691799735862647,0.1894585184295834,0.0743186456957618,0.035298355144675234,0.0262936727098091
scott,2002,70,1,45225,49,12,12,0,1,3,3,14,7,2,139470,0.7385100738510074,0.8157184657247276,0.84,412,-0.4995737607204535,56,14,10,1,1,4,3,14,7,1,128530,0.84,0.7411186,354,0.8636116081848596,-0.32001610830215566,107th (2001–2003),435,213,220,Independent (2),4/1,107 (2001-2003),100,50,49,1,"82nd, 2001-2002",Republican,DFL,Reform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scott,2006,70,1,47132,49,12,12,0,1,3,3,14,7,2,139470,0.7385100738510074,0.8157184657247276,0.84,412,-0.4995737607204535,56,14,10,1,1,4,3,14,7,1,128530,0.84,0.7411186,354,0.8636116081848596,-0.32001610830215566,109th (2005–2007),435,201,233,Independent (1),4/1,109 (2005-2007),100,44,55,1,"84th, 2005-2006",Republican,DFL,Republican,39676,1762,39306,2340,83084,124092,112122,106,1034,4282,6548,60.9,7.4,124092,111783,3162,1248,6866,0,681,8,61992,62100,6.5,6.5,6.4,8.7,8.6,8.7,71.3,10156,33.7,10.1,78310,23.4,26.9,8.6,0500000US27139,27139,"Scott County, Minnesota",42046,893,32181,1151,N,N,9865,1204,1.3,0.6,1.4,1.2,N,N,3.2,1.6,2.4,1.1,1.5,0.9,N,N,3.9,2.3,3.5,1.1,2.7,1.1,N,N,7.3,2.8,5.4,1.3,3.6,1.2,N,N,13.6,4.2,12.7,1.8,9,1.8,N,N,25.5,5.9,21.3,2.7,19.7,3,N,N,23.9,6,20.6,2.5,22.5,2.9,N,N,14.3,4.4,21.8,2.7,26.1,3.1,N,N,4.9,2.5,7.3,1.6,8.6,2,N,N,2.9,2,3.8,1,4.8,1.3,N,N,0.4,0.7,79262,3830,87992,3520,93335,3412,44528,4248,89457,4036,98581,5012,N,N,55715,4778,15.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),14,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.1,(X),0500000US27139,27139,92169,632,78.3,2.1,74.8,2.2,4.4,1.2,68922,683,5553,10868,2587,8293,2893,1502,7459,7303,13117,5200,1829,1635,0.5672813056665543,0.009909753054177186,0.08056933925306868,0.15768549955021618,0.037535184701546674,0.12032442471199327,0.04197498621630249,0.021792751226023623,0.10822378921099214,0.10596036098778329,0.1903165897681437,0.07544760744029483,0.026537245001596006,0.023722468877861932
scott,2010,70,1,47991,49,12,12,0,1,3,3,14,7,2,139470,0.7385100738510074,0.8157184657247276,0.84,412,-0.4995737607204535,56,14,10,1,1,4,3,14,7,1,128530,0.84,0.7411186,354,0.8636116081848596,-0.32001610830215566,111th (2009–2011),435,257,178,0,5/1,111 (2009-2011),100,57,41,2,"86th, 2009-2010",DFL,DFL,Republican,39142,2234,39809,2393,83578,126139,115106,48,589,5051,5345,62,9.1,126139,116503,3938,995,7801,166,2008,94,62814,63325,4.5,4.8,4.1,6.4,6.1,6.7,69.6,8269,32.6,9.3,79509,24.8,26.6,9.4,0500000US27139,27139,"Scott County, Minnesota",43814,432,33402,498,28340,479,10412,494,2.1,0.4,1.1,0.3,0.6,0.2,6.1,1.4,2.2,0.4,1.2,0.3,0.6,0.2,6,1.3,4.2,0.5,2.8,0.6,1.5,0.4,10.3,1.7,6.2,0.7,4.6,0.7,2.9,0.5,11.8,2,10.1,0.8,7.4,0.8,5.7,0.7,19.7,2.5,19.7,1.1,18.9,1.2,16.7,1.1,22.7,2.3,18.2,1.1,19.8,1.3,21.6,1.4,11.3,1.9,22,1.2,25.6,1.6,28.9,1.7,8.5,1.5,9.3,0.7,11.3,1,13.1,1.1,2.3,0.8,5.9,0.8,7.3,1,8.5,1.1,1.3,0.6,82190,1724,92408,2169,100484,1817,46353,1922,95963,1861,106671,2373,115685,2403,57391,2873,18.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),18.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.2,(X),0500000US27139,27139,91854,216,78.9,0.6,74.5,0.7,5.5,0.5,68428,508,4512,10587,2729,8489,3305,1128,6596,8444,11784,6101,2530,1715,0.5742061307999713,0.007423861577132168,0.06593792014964635,0.15471736715964224,0.03988133512597183,0.12405740340211609,0.04829894195358625,0.016484480037411587,0.0963932892967791,0.12339977786870872,0.1722102063482785,0.08915940842929795,0.03697316887823698,0.02506283977319226
