"","X1","CTYNAME","YEAR","CTYCODE","MIDTERM","TOTVOTERS","SOCIALCAP.Religious2014","SOCIALCAP.Civic2014","SOCIALCAP.Business2014","SOCIALCAP.Political2014","SOCIALCAP.Professional2014","SOCIALCAP.Labor2014","SOCIALCAP.Bowling2014","SOCIALCAP.Recreational2014","SOCIALCAP.Golf2014","SOCIALCAP.Sports2014","SOCIALCAP.pop2014","SOCIALCAP.assn2014","SOCIALCAP.pvote2012","SOCIALCAP.respn2010","SOCIALCAP.nccs2014","SOCIALCAP.sk2014","SOCIALCAP.relig09","SOCIALCAP.civic09","SOCIALCAP.bus09","SOCIALCAP.pol09","SOCIALCAP.prof09","SOCIALCAP.labor09","SOCIALCAP.bowl09","SOCIALCAP.fitns09","SOCIALCAP.golf09","SOCIALCAP.sport09","SOCIALCAP.pop09","SOCIALCAP.respn10","SOCIALCAP.pvote08","SOCIALCAP.nccs09","SOCIALCAP.assn09","SOCIALCAP.sk09","HOUSE.Congress (Years)","HOUSE.# of House Seats","HOUSE.Democrats","HOUSE.Republicans","HOUSE.Other","HOUSE.Del./Res.","SENATE.Session","SENATE.Total Seats","SENATE.Democrat","SENATE.Republican","SENATE.Other Parties","STATELEGIS.Session","STATELEGIS.House","STATELEGIS.Senate","STATELEGIS.Governor","VOTE_ELI.HD01_VD09","VOTE_ELI.HD01_VD11","VOTE_ELI.HD01_VD20","VOTE_ELI.HD01_VD22","VOTE_ELIGIBLE","Citizen: Total","Citizen: US Born","Citizen: Puerto Rico/US Islands Born","Citizen: Born Abroad","Citizen: Naturalization","Not Citizen","Percent Married","Percent Divorced","POPULATION","WHITE","BLACK","INDIAN","ASIAN","HAWAIIAN","OTHERS","INCOME.GEO.id","INCOME.GEO.id2","INCOME.GEO.display-label","INCOME.HC01_EST_VC01","INCOME.HC01_MOE_VC01","INCOME.HC02_EST_VC01","INCOME.HC02_MOE_VC01","INCOME.HC03_EST_VC01","INCOME.HC03_MOE_VC01","INCOME.HC04_EST_VC01","INCOME.HC04_MOE_VC01","INCOME.HC01_EST_VC02","INCOME.HC01_MOE_VC02","INCOME.HC02_EST_VC02","INCOME.HC02_MOE_VC02","INCOME.HC03_EST_VC02","INCOME.HC03_MOE_VC02","INCOME.HC04_EST_VC02","INCOME.HC04_MOE_VC02","INCOME.HC01_EST_VC03","INCOME.HC01_MOE_VC03","INCOME.HC02_EST_VC03","INCOME.HC02_MOE_VC03","INCOME.HC03_EST_VC03","INCOME.HC03_MOE_VC03","INCOME.HC04_EST_VC03","INCOME.HC04_MOE_VC03","INCOME.HC01_EST_VC04","INCOME.HC01_MOE_VC04","INCOME.HC02_EST_VC04","INCOME.HC02_MOE_VC04","INCOME.HC03_EST_VC04","INCOME.HC03_MOE_VC04","INCOME.HC04_EST_VC04","INCOME.HC04_MOE_VC04","INCOME.HC01_EST_VC05","INCOME.HC01_MOE_VC05","INCOME.HC02_EST_VC05","INCOME.HC02_MOE_VC05","INCOME.HC03_EST_VC05","INCOME.HC03_MOE_VC05","INCOME.HC04_EST_VC05","INCOME.HC04_MOE_VC05","INCOME.HC01_EST_VC06","INCOME.HC01_MOE_VC06","INCOME.HC02_EST_VC06","INCOME.HC02_MOE_VC06","INCOME.HC03_EST_VC06","INCOME.HC03_MOE_VC06","INCOME.HC04_EST_VC06","INCOME.HC04_MOE_VC06","INCOME.HC01_EST_VC07","INCOME.HC01_MOE_VC07","INCOME.HC02_EST_VC07","INCOME.HC02_MOE_VC07","INCOME.HC03_EST_VC07","INCOME.HC03_MOE_VC07","INCOME.HC04_EST_VC07","INCOME.HC04_MOE_VC07","INCOME.HC01_EST_VC08","INCOME.HC01_MOE_VC08","INCOME.HC02_EST_VC08","INCOME.HC02_MOE_VC08","INCOME.HC03_EST_VC08","INCOME.HC03_MOE_VC08","INCOME.HC04_EST_VC08","INCOME.HC04_MOE_VC08","INCOME.HC01_EST_VC09","INCOME.HC01_MOE_VC09","INCOME.HC02_EST_VC09","INCOME.HC02_MOE_VC09","INCOME.HC03_EST_VC09","INCOME.HC03_MOE_VC09","INCOME.HC04_EST_VC09","INCOME.HC04_MOE_VC09","INCOME.HC01_EST_VC10","INCOME.HC01_MOE_VC10","INCOME.HC02_EST_VC10","INCOME.HC02_MOE_VC10","INCOME.HC03_EST_VC10","INCOME.HC03_MOE_VC10","INCOME.HC04_EST_VC10","INCOME.HC04_MOE_VC10","INCOME.HC01_EST_VC11","INCOME.HC01_MOE_VC11","INCOME.HC02_EST_VC11","INCOME.HC02_MOE_VC11","INCOME.HC03_EST_VC11","INCOME.HC03_MOE_VC11","INCOME.HC04_EST_VC11","INCOME.HC04_MOE_VC11","INCOME.HC01_EST_VC13","INCOME.HC01_MOE_VC13","INCOME.HC02_EST_VC13","INCOME.HC02_MOE_VC13","INCOME.HC03_EST_VC13","INCOME.HC03_MOE_VC13","INCOME.HC04_EST_VC13","INCOME.HC04_MOE_VC13","INCOME.HC01_EST_VC15","INCOME.HC01_MOE_VC15","INCOME.HC02_EST_VC15","INCOME.HC02_MOE_VC15","INCOME.HC03_EST_VC15","INCOME.HC03_MOE_VC15","INCOME.HC04_EST_VC15","INCOME.HC04_MOE_VC15","INCOME.HC01_EST_VC18","INCOME.HC01_MOE_VC18","INCOME.HC02_EST_VC18","INCOME.HC02_MOE_VC18","INCOME.HC03_EST_VC18","INCOME.HC03_MOE_VC18","INCOME.HC04_EST_VC18","INCOME.HC04_MOE_VC18","INCOME.HC01_EST_VC19","INCOME.HC01_MOE_VC19","INCOME.HC02_EST_VC19","INCOME.HC02_MOE_VC19","INCOME.HC03_EST_VC19","INCOME.HC03_MOE_VC19","INCOME.HC04_EST_VC19","INCOME.HC04_MOE_VC19","INCOME.HC01_EST_VC20","INCOME.HC01_MOE_VC20","INCOME.HC02_EST_VC20","INCOME.HC02_MOE_VC20","INCOME.HC03_EST_VC20","INCOME.HC03_MOE_VC20","INCOME.HC04_EST_VC20","INCOME.HC04_MOE_VC20","VOTEPERCENT","PresYear","HOUSE.Control","SENATE.Control","MONEY.House","MONEY.Governor","MONEY.StateOther","MONEY.StateSenate","MONEY.StateHouse","MONEY.Senate","MONEY.President"
"534",534,"ramsey",2016,62,0,274780,301,71,55,13,35,68,5,56,10,3,533634,1.15622317918274,0.825202806888775,0.82,3890,0.671280159383919,295,74,72,16,33,71,5,45,12,5,506590,0.82,0.7306169,4144,1.23966126453345,0.78325620913115,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",160729,17485,176747,19461,374422,531528,446177,701,4400,40236,40014,"44.2","10.4",531528,363250,59572,3401,72239,174,10430,"0500000US27123",27123,"Ramsey County, Minnesota",207327,849,121263,1147,"87376","1336",86064,1303,6.5,0.4,3.9,0.4,"1.2","0.3",11.1,0.8,4.6,0.3,2.7,0.3,"1.1","0.2",7.8,0.5,9.6,0.5,6.5,0.5,"3.4","0.4",14.9,0.9,9.6,0.4,7.9,0.5,"5.5","0.5",12.6,0.7,13.4,0.5,11.3,0.6,"9.0","0.6",16.6,0.8,17.9,0.5,17.3,0.7,"17.2","0.8",18.2,0.8,12.8,0.5,14.7,0.6,"17.1","0.7",9.1,0.6,14.4,0.5,19.2,0.7,"23.8","0.8",6.7,0.5,5.9,0.3,8.7,0.5,"11.3","0.6",1.6,0.3,5.3,0.3,7.8,0.4,"10.4","0.6",1.5,0.3,57717,804,75578,1032,92930,1487,38027,1036,77966,897,95881,1410,"114040","1880",49538,1162,24.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",24.7,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",23,"(X)",0.733877817008616,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"535",535,"red lake",2008,63,0,2218,5,3,0,0,0,0,0,0,1,0,4019,2.23936302562827,0.769080996884735,0.79,41,1.9262207520848,7,4,0,0,0,0,0,0,1,0,4130,0.79,0.6800124,47,2.90556900726392,2.42212658195128,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"536",536,"red lake",2012,63,0,2004,5,3,0,0,0,0,0,0,1,0,4019,2.23936302562827,0.769080996884735,0.79,41,1.9262207520848,7,4,0,0,0,0,0,0,1,0,4130,0.79,0.6800124,47,2.90556900726392,2.42212658195128,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",1545,19,1511,7,3082,4100,4032,0,23,29,16,"60.0","8.2",4100,3945,17,46,0,0,16,"0500000US27125",27125,"Red Lake County, Minnesota",1691,60,1161,65,"956","57",530,45,5.6,1.6,4,1.7,"1.0","0.6",13.2,4.1,6.7,1.2,2.2,1,"1.3","0.8",16.2,3,11,1.9,6.3,2.1,"3.8","1.8",21.7,4.5,14,2.3,13.2,2.8,"12.3","3.4",15.8,3.8,13.7,2.3,15.2,2.9,"13.6","3.0",11.7,3.2,24.6,3.4,27.3,4.1,"31.3","4.8",14.5,5,12.4,1.7,16.5,2.3,"19.6","2.9",3,2.4,9.8,2.1,12.7,2.8,"14.2","3.2",2.8,1.4,1.2,0.6,1.8,0.8,"1.8","0.9",0,3.2,0.9,0.6,0.9,0.6,"1.2","0.7",0.9,1.3,48750,3065,57471,3200,64375,4377,24400,2528,54723,1777,63538,2282,"N","N",32599,3308,21.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",21.9,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",19.4,"(X)",0.650227125243348,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"537",537,"red lake",2016,63,0,1915,5,3,0,0,0,0,0,0,1,0,4019,2.23936302562827,0.769080996884735,0.79,41,1.9262207520848,7,4,0,0,0,0,0,0,1,0,4130,0.79,0.6800124,47,2.90556900726392,2.42212658195128,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",1497,10,1504,9,3020,4042,3982,0,12,20,28,"56.2","11.1",4042,3846,23,66,12,0,27,"0500000US27125",27125,"Red Lake County, Minnesota",1676,62,1057,55,"872","55",619,57,5.7,1.3,3.1,1.6,"0.9","0.8",12.8,3.5,4.9,1.4,0.9,0.5,"0.5","0.4",12,3.5,11.5,2.4,8.8,2.4,"4.6","1.7",14.7,4.4,13.7,2.4,7.9,1.7,"7.3","1.8",23.1,5.2,14.3,2,13.3,2.5,"12.0","2.3",18.1,4,18.5,2.5,22.2,3,"23.1","3.1",11.3,3.4,17.6,2.9,23.7,3.7,"28.3","4.6",5.2,2.2,9.8,2.1,14.7,3.1,"16.6","3.5",1.8,1.2,2.5,0.8,3.6,1.3,"4.4","1.6",0.3,0.5,1.5,0.7,1.9,1,"2.3","1.2",0.8,0.9,49800,3639,69526,3164,75778,2276,30071,2483,60233,2786,73743,4062,"N","N",35164,2596,29,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",33.4,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",21.5,"(X)",0.634105960264901,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"538",538,"redwood",2008,64,0,7851,29,8,4,0,0,0,3,2,2,1,15509,3.15945579985815,0.742895288956704,0.83,165,2.70561234766424,28,7,4,0,0,0,3,0,2,0,16011,0.83,0.6564077,176,2.74811067391169,2.09017514093855,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"539",539,"redwood",2012,64,0,7847,29,8,4,0,0,0,3,2,2,1,15509,3.15945579985815,0.742895288956704,0.83,165,2.70561234766424,28,7,4,0,0,0,3,0,2,0,16011,0.83,0.6564077,176,2.74811067391169,2.09017514093855,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",5746,56,5999,57,11858,16006,15591,19,50,115,231,"57.0","9.7",16006,14319,91,771,526,0,70,"0500000US27127",27127,"Redwood County, Minnesota",6562,165,4291,165,"3523","138",2271,161,6.5,1.5,3.6,1.1,"1.1","0.4",12.9,3.6,7.3,1.5,3.3,1.4,"1.7","0.6",15,3.3,12.3,1.5,7.7,1.7,"5.4","1.4",21.8,3.3,12.3,1.6,10.8,2.1,"9.1","2.1",15.8,3,15.5,1.7,14.8,2.1,"15.4","2.4",15.7,3.3,18.7,1.7,22.3,2.3,"24.4","2.8",11.4,2.2,13.9,1.6,18.5,2,"21.6","2.4",4.4,1.6,9,1.1,12.6,1.7,"13.6","1.7",1.9,0.9,2.2,0.7,3.1,1.1,"3.6","1.3",0.6,0.4,2.3,0.6,3.3,0.9,"3.9","1.0",0.4,0.3,46071,2228,58850,2758,66003,3108,25115,1719,59316,2316,72622,3283,"N","N",33007,2109,26.4,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",26.9,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",24.9,"(X)",0.661747343565525,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"540",540,"redwood",2016,64,0,7703,29,8,4,0,0,0,3,2,2,1,15509,3.15945579985815,0.742895288956704,0.83,165,2.70561234766424,28,7,4,0,0,0,3,0,2,0,16011,0.83,0.6564077,176,2.74811067391169,2.09017514093855,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",5720,33,5759,76,11588,15578,15174,3,55,144,202,"53.7","11.0",15578,13931,102,768,490,0,140,"0500000US27127",27127,"Redwood County, Minnesota",6262,132,3995,124,"3233","129",2267,149,4.4,0.9,3.1,1.1,"1.1","0.5",8.5,1.9,6.5,1,2.6,1.2,"1.4","0.7",14.8,2.5,12,1.5,8.6,1.4,"6.3","1.5",18.2,2.6,11.8,1.6,11.2,2,"8.8","1.8",12.5,2.2,16.5,1.8,13.5,1.9,"12.9","1.8",20.2,3.3,17.8,1.7,19.4,2.1,"20.7","2.6",14.6,2.5,14,1.6,18.4,2,"22.0","2.3",5.9,1.6,11.1,1.2,14.8,1.7,"17.1","2.0",3.8,1.3,3.4,0.6,4.8,0.9,"5.4","1.0",0.8,0.4,2.5,0.6,3.6,0.9,"4.3","1.2",0.7,0.4,48891,2212,64406,4164,73717,3171,31538,2187,64022,2099,76632,2814,"84838","3183",39822,2169,29,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",30.9,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",25.1,"(X)",0.664739385571281,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"541",541,"renville",2008,65,0,8185,32,6,1,0,1,1,1,0,4,0,15003,3.06605345597547,0.778945241462922,0.78,153,2.71197184391103,32,8,1,0,1,3,1,2,4,0,15832,0.78,0.6680079,152,3.2844871147044,2.40869933265189,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"542",542,"renville",2012,65,0,7762,32,6,1,0,1,1,1,0,4,0,15003,3.06605345597547,0.778945241462922,0.78,153,2.71197184391103,32,8,1,0,1,3,1,2,4,0,15832,0.78,0.6680079,152,3.2844871147044,2.40869933265189,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",5931,22,5758,107,11818,15653,15176,6,42,147,282,"58.1","9.3",15653,14964,78,137,84,0,292,"0500000US27129",27129,"Renville County, Minnesota",6418,126,4286,130,"3576","123",2132,128,5.4,0.8,2.8,0.9,"1.1","0.6",11.9,2.1,6.6,0.9,2.7,1.2,"1.5","0.7",15.4,2.3,11.9,1.5,7.3,1.4,"5.2","1.1",20.8,3.2,11,1,9.9,1.1,"8.4","1.3",14.1,2.4,15.2,1.4,14.6,1.8,"13.8","1.8",15.5,2.6,22.6,1.4,27.4,2,"29.8","2.3",12.5,2.1,13.8,1.5,17.6,1.7,"19.8","1.9",5.1,2,9.7,0.9,12.9,1.3,"14.9","1.4",3.2,1.4,1.9,0.5,2.6,0.7,"3.0","0.8",0.4,0.3,1.8,0.4,2.2,0.5,"2.6","0.6",1.1,0.8,49800,1918,58628,2032,65682,2238,25962,1582,59745,2017,69833,2190,"N","N",37948,3638,26.4,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",27,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",24.5,"(X)",0.656794719918768,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"543",543,"renville",2016,65,0,7687,32,6,1,0,1,1,1,0,4,0,15003,3.06605345597547,0.778945241462922,0.78,153,2.71197184391103,32,8,1,0,1,3,1,2,4,0,15832,0.78,0.6680079,152,3.2844871147044,2.40869933265189,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",5759,39,5537,50,11385,14995,14557,2,30,132,274,"57.5","9.5",14995,14000,45,204,75,0,504,"0500000US27129",27129,"Renville County, Minnesota",6188,164,4015,125,"3402","123",2173,150,5,1,2.8,1.1,"0.9","0.6",11.7,2.2,6.4,1,1.7,0.7,"1.3","0.7",15.3,2.4,9.6,1.3,5.4,1.1,"4.1","0.8",18.5,3,9.9,1,9.4,1.4,"8.1","1.6",11.1,2.3,15.2,1.4,13.6,1.9,"12.1","1.8",17.5,2.7,20.5,1.6,22.6,2.1,"23.9","2.3",15.6,2.3,15.2,1.4,18.5,1.8,"20.1","2.1",7,1.9,11.3,1,16,1.3,"18.5","1.5",1.9,0.8,3.4,0.7,5.2,1,"5.8","1.1",0.2,0.3,3.5,0.7,4.8,1,"5.5","1.1",1.1,0.5,54824,1959,68097,2607,74754,3404,28082,3272,71051,2394,85492,3275,"N","N",41090,3649,31.2,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",31.2,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",30.2,"(X)",0.675186649099693,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"544",544,"rice",2008,66,0,31913,47,12,6,0,2,2,2,6,4,0,65143,1.243418325837,0.763553325918739,0.83,360,0.187251833933409,47,17,6,0,3,2,2,5,4,0,63859,0.83,0.6567599,373,1.34671698585947,0.133526534699501,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",22409,419,22508,457,45793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0500000US27131",27131,"Rice County, Minnesota",21823,609,15211,637,"12024","570",6612,608,4.1,1.3,2.4,1.3,"0.5","0.3",8.6,3.2,4,1.1,2.6,1.4,"1.1","0.8",7.5,2.5,8.3,1.6,6.4,2.3,"3.2","1.3",17.1,4.6,9.5,1.9,6.9,1.7,"5.6","1.5",13.3,3.5,15.4,2,13.7,2,"12.0","1.8",21,4.4,23.9,2.2,25.8,2.5,"27.8","2.5",18.5,4.2,16.5,1.9,20.8,2.3,"24.0","2.4",5.6,2.2,13.1,1.8,15,2,"18.0","2.4",6.3,2.5,2.7,0.7,3.3,0.9,"4.1","1.1",0.8,0.9,2.5,0.6,3.1,0.8,"3.9","1.0",1.2,0.8,58697,3047,66160,3026,74848,3739,37961,4895,67912,2317,75746,3431,"84953","3407",45632,3770,17.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",16.9,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",17,"(X)",0.6968969056406,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
"545",545,"rice",2012,66,0,32415,47,12,6,0,2,2,2,6,4,0,65143,1.243418325837,0.763553325918739,0.83,360,0.187251833933409,47,17,6,0,3,2,2,5,4,0,63859,0.83,0.6567599,373,1.34671698585947,0.133526534699501,"112th (2011–2013)",435,193,242,"0","5/1","112 (2011-2013)",100,51,47,2,"87th, 2011-2012","Republican","Republican","DFL",23023,428,22330,675,46456,64171,59436,38,275,1263,3159,"51.1","9.1",64171,58228,2017,242,1219,49,1271,"0500000US27131",27131,"Rice County, Minnesota",22432,508,15803,495,"12566","457",6629,407,5.3,1.1,4.2,1.1,"1.1","0.7",9.5,2.2,3.6,0.8,2.4,0.9,"1.4","0.8",6.8,1.7,9.9,1.3,6,1.1,"3.9","0.9",19.9,2.9,9.2,1.3,6.2,1.1,"4.3","0.9",16.7,3.2,12.6,1.4,10.5,1.5,"8.6","1.3",17.2,3.1,21.5,1.5,24,1.9,"25.0","2.3",16.4,2.7,16.1,1.5,19.1,1.9,"22.2","2.3",7.1,2.3,15.1,1.3,19.6,1.7,"23.5","2.0",4,1.3,4.2,0.7,4.8,0.8,"6.0","1.0",2,1.2,2.4,0.5,3.3,0.8,"4.0","0.9",0.3,0.2,60438,1609,71569,1796,80172,1802,32058,2968,70664,1871,81269,2518,"91874","3008",42025,2516,18.8,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",18.4,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",18.4,"(X)",0.697757017392802,1,1,0,36082926.58,NA,NA,5497106.57,6485471.49,11640043.47,1514733803.02
"546",546,"rice",2016,66,0,32691,47,12,6,0,2,2,2,6,4,0,65143,1.243418325837,0.763553325918739,0.83,360,0.187251833933409,47,17,6,0,3,2,2,5,4,0,63859,0.83,0.6567599,373,1.34671698585947,0.133526534699501,"114th (2015–2017)",435,188,247,"0","5/1","114 (2015-2017)",100,44,54,2,"89th, 2015-2016","Republican","DFL","DFL",23720,530,22803,607,47660,65116,59829,103,348,1301,3535,"49.5","9.5",65116,57784,2718,271,1432,49,1708,"0500000US27131",27131,"Rice County, Minnesota",22654,355,15531,435,"12445","417",7123,422,5.5,1,3,0.9,"0.5","0.3",12.1,3,3.7,0.8,2.6,0.9,"1.9","1.0",7,1.8,9.6,1.2,5.2,1.2,"3.5","1.2",18.6,2.7,8.6,1.1,6.6,1.2,"5.0","1.1",14.1,2.5,12.9,1.6,11.7,1.7,"9.7","1.6",16.1,3.2,19.6,1.5,20.3,1.6,"21.4","2.0",18,2.8,15.9,1.3,19.1,1.6,"21.1","1.8",8.5,2.1,14.8,1,19.5,1.4,"22.6","1.7",3.3,0.9,5.2,0.8,6.5,1.1,"8.0","1.3",1.4,0.8,4.2,0.6,5.5,0.8,"6.5","1.0",1,0.5,61683,1985,75606,1918,83693,2400,32152,4073,76639,1999,90117,2707,"99813","3684",42723,2597,26.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",24.3,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",28.2,"(X)",0.685921107847251,1,1,1,28308227.74,NA,NA,7193557.62,8555749.75,NA,1518861921.27
"547",547,"rock",2008,67,0,5011,19,3,0,0,0,0,1,2,1,0,9516,2.73224043715847,0.821495168672656,0.85,101,2.6349512782554,17,3,0,0,0,1,1,2,1,0,9652,0.85,0.688486,99,2.59013675922089,1.99842227072605,"110th (2007–2009)",435,233,202,"0","4/1","110 (2007-2009)",100,49,49,2,"85th, 2007-2008","DFL","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8350493.94,NA,NA
